Subject,BA番号,解剖学的位置,主要機能,Delta波特性,Theta波特性,Alpha波特性,Beta波特性,Gamma波特性,結合パターン,臨床的意義,Error
BA41,BA41,"The primary auditory cortex (Brodmann area 41) is located in the superior portion of the temporal lobe, specifically in the part of the temporal gyrus which forms the inferior wall of the posterior ramus of the lateral sulcus. It is situated deep in the Sylvian fissure on the temporal transverse gyrus (Heschl's gyrus) and is surrounded caudolaterally by the secondary auditory area 42, rostrally and laterally by areas 22 and 42, and medially by area 52. Area 41 has the typical koniocortical structure of primary sensory areas, characterized by a well-developed layer IV with densely packed small neurons and a high cell density invading the supragranular layer III.","Part of the primary auditory cortex, serving as the first cortical destination for auditory information from the thalamus. Neurons are tuned to pure tones and pitch. Exhibits a tonotopic organization, with responses to low-frequency stimuli originating more laterally and high-frequency stimuli originating more medially. Neural activity strongly correlates with the objective physical properties of sound. Involved in early stages of phonological processing (phoneme recognition).",Attention is associated with the entrainment of delta rhythms (1-4 Hz) in the primary auditory cortex. Delta phase of EEG can track the dynamics of a moving auditory stimulus. Dominant delta frequency neuronal activity in all cortical layers of the primary auditory cortex is largely coherent with external stimuli.,Increased theta wave activity has been observed in the superior temporal gyrus (including BA41) in patients with Alzheimer's disease. Theta wave activation has also been found in the superior temporal gyrus (BA 41-22) in response to social exclusion stimuli.,"Alpha power of EEG can track the dynamics of a moving auditory stimulus. Auditory alpha rhythms track the temporal structure of acoustic signals, aiding in speech comprehension and rhythm processing. A sound-sensitive source of alpha oscillations exists in the human auditory cortex, associated with functions like sensory prediction and inhibition of regions handling irrelevant information.","Experimentally, beta frequency oscillations are generated following periods of synchronous gamma frequency activity. They represent a dynamic method of generating and recalling stimulus-specific assemblies of neurons. Long-range (multimodal) sensory coding is performed at beta frequencies.",Transient bursts of gamma oscillations can be detected in response to sensory stimulation. These can be stimulus-evoked (tightly time and phase-locked) or stimulus-induced (variable latency). Short-latency gamma-band oscillations have been found in the auditory potential within 100 ms from stimulus onset. Evoked gamma may reflect synchronously active neural assemblies or signal precise temporal relationships of incoming stimuli. Induced gamma may reflect object representation or activation of associative memories.,"BA41 has strong connections with the secondary auditory areas, specifically Brodmann Area 42 and Brodmann Area 22. These connections are often bidirectional. Functional connectivity can extend to other brain regions, including motor areas, and potentially Broca's area and higher-order extrastriate cortex (V3).","In Alzheimer's disease, the primary auditory cortex (BA41) appears to be relatively preserved, showing minimal pathological changes compared to auditory association areas like BA22. Individuals with congenital deafness lack auditory stimulation to the primary auditory cortex, leading to significant implications for auditory processing development. Patients with schizophrenia often exhibit lower performance on tasks dependent on primary auditory cortex function, suggesting its involvement in the pathology of the disorder. Dysfunction in BA41 can contribute to various auditory processing disorders, affecting the perception and interpretation of sound. The primary auditory cortex demonstrates significant neuroplasticity, meaning its structure and function can adapt in response to experience, training, or injury, which is crucial for rehabilitation efforts in auditory impairments.",
BA42,BA42,"Brodmann area 42, also known as the posterior transverse temporal area 42 (H), is a subdivision of the temporal lobe. It is bounded medially by the anterior transverse temporal area 41 (H) and laterally by the superior temporal area 22.",BA42 is part of the primary auditory cortex. It serves as the first cortical destination for auditory information originating from the thalamus. Neural activity within this region is strongly correlated with the objective physical properties of sound.,"Typically associated with deep, dreamless sleep in adults. In the context of auditory processing, increased delta activity might indicate a state of reduced auditory attention or deep relaxation. However, delta oscillations can also play a role in sensory processing, including auditory, particularly in coordinating neural activity across larger brain networks.","Often linked to states of drowsiness, light sleep, meditation, and memory encoding/retrieval. In the auditory cortex, theta activity might be involved in processing novel auditory stimuli, working memory for sounds, or during tasks requiring sustained auditory attention.","Typically observed during relaxed wakefulness, especially with closed eyes, and is associated with inhibition of irrelevant sensory information. In the auditory cortex, alpha waves might reflect a state of auditory idling or active suppression of distracting auditory input, allowing for focused attention on specific sounds.","Associated with active thinking, problem-solving, concentration, and alert wakefulness. In BA42, beta activity could be prominent during active auditory processing, such as analyzing complex sound patterns, speech comprehension, or responding to auditory cues.","Linked to higher-level cognitive functions, sensory binding, perception, and consciousness. In the primary auditory cortex, gamma oscillations are crucial for precise temporal coding of auditory information, integrating different features of a sound (e.g., pitch, timbre, location), and forming coherent auditory percepts. High gamma activity is often observed during active listening and auditory discrimination tasks.","As part of the primary auditory cortex, BA42 exhibits significant connectivity with other auditory and related brain regions. Effective connectivity has been observed between the primary auditory cortex (which includes BA42) and the lateral planum polare and anterior Superior Temporal Gyrus (STG), as well as the lateral planum temporale and posterior STG. The primary auditory cortex receives input from the ventral division of the medial geniculate nucleus of the thalamus.","Dysfunction or damage to Brodmann Area 42, as part of the primary auditory cortex, can lead to various auditory processing deficits and has been implicated in several clinical conditions, including Auditory Processing Disorder (APD), Cortical Deafness, Bipolar Disorder, Autistic Spectrum Disorder (ASD), and Temporal Order Processing Deficits.",
BA43,BA43,"Subcentral area, a structurally distinct area of the cerebral cortex defined by cytoarchitecture. Subdivision of the postcentral region of the brain. Occupies the postcentral gyrus, located between the ventrolateral extreme of the central sulcus and the depth of the lateral sulcus, at the insula. Rostral border: approximated by the anterior subcentral sulcus. Caudal border: approximated by the posterior subcentral sulcus. Cytoarchitecturally bounded rostrally by agranular frontal area 6, and caudally by caudal postcentral area 2 and supramarginal area 40.","Primarily considered the primary gustatory cortex, responsible for processing taste perception. Responds to pressure on the eardrum and to oral intake (eating and drinking). May be the primary somatosensory cortex of the eardrum due to its response to eating and drinking changing middle ear pressure. Also reported to respond to tactile stimulation of the fingers. Involved in functional activation during semantic analysis, particularly in tasks involving selection of a verbal response from many possibilities.","Research suggests delta activity encodes taste information in the human brain, indicating its involvement in fundamental taste processing within BA43.","Generally associated with memory, navigation, and internal focus. While not directly linked to BA43, its role in complex cognitive tasks like semantic analysis might involve theta activity during memory retrieval or focused attention related to taste perception or somatosensory processing.","Typically associated with a relaxed, wakeful state. In BA43, alpha waves might reflect a resting state or inhibition of non-relevant sensory input during specific gustatory or somatosensory tasks.","Associated with active thinking, problem-solving, and focused concentration. Given BA43's involvement in semantic analysis and higher-order processing of sensory information, beta activity would likely be prominent during conscious processing of taste, tactile input, or verbal response selection.","Linked to higher-level cognitive functions, perception, and consciousness, including sensory binding. In BA43, gamma waves would be expected during intense gustatory experiences, complex somatosensory integration, or during the active selection of verbal responses, reflecting high-level information processing and integration.",Increased connectivity in the right Brodmann area 43 observed in children with obsessive-compulsive disorder (fMRI study). Coactivation with Brodmann Area 13 (Insula and Parainsula Areas).,Increased connectivity in the right BA43 observed in children with obsessive-compulsive disorder.,
BA44,BA44,"Brodmann Area 44 (BA44) is located in the pars opercularis of the inferior frontal gyrus, part of the frontal cortex in the human brain. It is situated anterior to the premotor cortex (BA6) and inferior to BA9. Its boundaries include the inferior precentral sulcus caudally, the anterior ascending limb of the lateral sulcus rostrally, and it surrounds the diagonal sulcus. It borders the insula in the depth of the lateral sulcus. Cytoarchitectonically, it is bounded caudally and dorsally by agranular frontal area 6, dorsally by granular frontal area 9, and rostrally by the triangular part of the inferior frontal gyrus (BA45).","BA44 is a central node in language production, particularly in encoding phonological word forms into articulatory plans, syntactic processing, speech articulation, and fluency. It is a key component of Broca's area (along with BA45). Beyond language, BA44 is involved in motor functions, including hand movements, and is part of the mirror neuron system, supporting action recognition and manual praxis. It also plays a role in selective response suppression (especially right BA44), working memory, pain anticipation, tactile stimulation, and object manipulation.","BA44's specific delta wave characteristics are not explicitly detailed in the provided sources. General delta activity (0.5-4Hz) is typically associated with deep sleep, but can also be observed in certain pathological conditions or during specific cognitive states, though no direct link to BA44 was found.","BA44's specific theta wave characteristics are not explicitly detailed in the provided sources. General theta activity (4-8Hz) is often associated with memory encoding, navigation, and meditative states. While BA44 is involved in cognitive domains like working memory, specific theta patterns for this area were not found.","BA44's specific alpha wave characteristics are not explicitly detailed in the provided sources. General alpha activity (8-13Hz) is associated with relaxed wakefulness and can be influenced by various cognitive states, but direct, specific characteristics for BA44 were not found.","BA44's specific beta wave characteristics are not explicitly detailed in the provided sources. General beta activity (13-30Hz) is typically associated with active thinking, alertness, and concentration. While BA44 is involved in active cognitive processes, specific beta patterns for this area were not found.","BA44's specific gamma wave characteristics are not explicitly detailed in the provided sources. General gamma activity (30-100Hz+) is associated with higher-level cognitive processing, perception, and consciousness. While BA44 is involved in complex cognitive functions, specific gamma patterns for this area were not found.","BA44 exhibits strong cortical connections with BA45, the premotor cortex (BA6), and the superior temporal gyrus. It forms robust links with lateral temporal cortex areas, crucial for speech processing in the left hemisphere. Subcortical connections include pathways to the basal ganglia, thalamus, and corticospinal tract, forming a cortico-thalamo-cortical circuitry proposed to subserve computational grammar. White matter pathways involve dorsal and ventral language streams: the dorsal pathway connects the superior temporal gyrus to BA44 via the arcuate fasciculus and superior longitudinal fasciculus (auditory-motor integration, higher-level language functions); the ventral pathway links BA45 and temporal cortex through the extreme capsule fiber system, and the uncinate fasciculus connects the frontal operculum with anterior superior temporal gyrus/sulcus. The arcuate fasciculus connects BA44 and Wernicke's area, facilitating speech production and reading aloud.","Lesions in BA44 are classically associated with Broca's aphasia, characterized by nonfluent, effortful, agrammatic, and telegraphic speech, poor naming, semantic and phonemic paraphasic errors, impaired repetition, and relatively spared comprehension. Lesions often extend to surrounding frontal areas, white matter, and basal ganglia. More restricted lesions can lead to aphemia (milder, transient motor speech impairment). Speech dyspraxia (apraxia of speech) is also linked to BA44 lesions, manifesting as deficits in articulatory planning and effortful, dysprosodic speech. BA44 abnormalities or altered connectivity are associated with developmental and acquired language disorders like specific language impairment (SLI), progressive nonfluent aphasia, and stuttering. Therapeutic approaches like low-frequency repetitive transcranial magnetic stimulation (LF-rTMS) targeting the right inferior frontal gyrus (contralesional homologue) combined with speech therapy have shown improvements in nonfluent aphasia.",
BA45,BA45,"Brodmann area 45 (BA45) is part of the frontal cortex in the human brain. It is situated on the lateral surface, inferior to BA9 and adjacent to BA46. This area occupies the triangular part of the inferior frontal gyrus and, surrounding the anterior horizontal limb of the lateral sulcus, a portion of the orbital part of the inferior frontal gyrus. Bounded caudally by the anterior ascending limb of the lateral sulcus, it borders on the insula in the depth of the lateral sulcus. In terms of cytoarchitecture, it is bounded caudally by the opercular part of inferior frontal gyrus (Brodmann area 44 (BA44)), rostrodorsally by the middle frontal area 46 (BA46), and ventrally by the orbital part of inferior frontal gyrus (Brodmann area 47 (BA47)).","BA45, particularly in the left hemisphere, along with BA44, constitutes Broca's area, which is active in semantic tasks. These tasks include semantic decision tasks (determining whether a word represents an abstract or concrete entity) and generation tasks (generating a verb associated with a noun). While its precise role in semantic tasks is debated, some researchers suggest it subserves semantic retrieval or semantic working memory processes, guiding the recovery and evaluation of semantic information. Another view proposes that BA45 activation is needed only under controlled semantic retrieval when strong stimulus-stimulus associations are absent. Other researchers argue that BA45's role extends beyond semantics to all activities requiring the selection of task-relevant representations from among competing ones. Lesions of BA45 lead to expressive aphasia in individuals with left hemispheric dominance.","Research indicates that delta-theta rhythms between the ventral prefrontal (including BA44/45) and lateral premotor areas show greater functional connectivity during action execution compared to action observation. Specifically, the event-related functional connectivity (ErLLC) of delta-theta (<6 Hz) rhythms between the lateral premotor (BA6) and ventral prefrontal (BA44/45) areas is enhanced during the execution of transitive actions.","Research indicates that delta-theta rhythms between the ventral prefrontal (including BA44/45) and lateral premotor areas show greater functional connectivity during action execution compared to action observation. Specifically, the event-related functional connectivity (ErLLC) of delta-theta (<6 Hz) rhythms between the lateral premotor (BA6) and ventral prefrontal (BA44/45) areas is enhanced during the execution of transitive actions.","Alpha oscillations are observed in the inferior frontal cortex, including BA45. Increased alpha power in this region has been correlated with decreased MRI signals. A frontal-temporal alpha rhythm with a peak frequency of 8.3 Hz is generated in the inferior frontal/superior temporal cortex. Alpha oscillations are thought to play a role in orchestrating processing by inhibiting task-irrelevant regions and facilitating the activation of task-relevant regions.","Beta-band oscillations in the right inferior frontal gyrus (rIFG), which includes BA45, are implicated in motor inhibitory control. Additionally, lower beta power in the inferior frontal gyrus has been associated with improved subsequent recall in long-term memory formation. Beta oscillations also play a role in attentional control.","While specific details for BA45 are limited, gamma-band activity is generally associated with various cognitive processes across cortical areas. Research indicates that neural representations of individual stimuli in humans are revealed by gamma-band electrocorticographic activity. More broadly, gamma oscillations are involved in higher-order cognitive functions, including attention, perception, and memory, and are observed in prefrontal cortical areas during movement execution and observation.","Brodmann Area 45 (BA45) exhibits a high degree of connectivity with other subregions of the inferior frontal gyrus (IFG), including BA44 and BA47. It is also strongly connected with lateral temporal cortex areas, such as the posterior temporal cortex. In the context of language processing, BA45 shows functional connections with the inferior temporal gyrus (ITG) during lexical decisions and visual word recognition. It is part of broader neural networks involved in language production, cognitive control, and working memory. The right inferior frontal gyrus (rIFG), which includes BA45, has functional connectivity with various brain regions and is implicated in attentional control and motor inhibitory control.","Lesions involving BA45, often in conjunction with BA44 (Broca's area), are classically associated with Broca's aphasia (expressive aphasia), characterized by difficulties in speech production. Specifically, lesions of BA45 can lead to expressive aphasia in individuals with left hemispheric dominance. Pathological changes in BA44 and BA45 have also been linked to selective impairment of verb processing in conditions like motor neuron disease-dementia-aphasia syndrome. Reduced gray matter volume in BA45 has been associated with severe psychotic symptoms in patients with schizophrenia. Furthermore, hypometabolism in the left prefrontal cortex, including BA45, has been observed in depressed patients with Alzheimer's disease. A virtual lesion of the anterior part of Broca's area (left BA45) has been shown to delay the processing of cues initiating sequences in motor tasks. Abnormalities in BA45 are also associated with Autism Spectrum Disorder.",
BA46,BA46,"Brodmann area 46 (BA46) is part of the frontal cortex in the human brain, located between BA10 and BA45. It is also known as the middle frontal area 46, occupying approximately the middle third of the middle frontal gyrus and the middle portion of the inferior frontal gyrus. BA46 roughly corresponds with the dorsolateral prefrontal cortex (DLPFC). Cytoarchitecturally, it is characterized by a granular structure with a prominent granular layer IV, differentiating it from adjacent areas like BA9 and BA10. It is bounded dorsally by granular frontal area 9, rostroventrally by frontopolar area 10, and caudally by triangular area 45. It is oriented obliquely parallel to area 9-46d, extending from the depths of the superior frontal sulcus posteriorly toward the middle frontal gyrus anteriorly, bordered medially by area 9-46d, laterally by area p9-46v, anterolaterally by IFSa, anteriorly by a9-46v, and posteriorly by areas 8AV and 8AD.","BA46, as part of the dorsolateral prefrontal cortex (DLPFC), plays a central role in executive functions. Its primary functions include sustaining attention, managing working memory (both spatial, predominantly in the right hemisphere, and verbal, predominantly in the left hemisphere), and regulating self-control. It is involved in semantic processing and language-related working memory, particularly in tasks requiring temporary maintenance and manipulation of semantic information (e.g., verb generation, narrative speech). Additionally, BA46 contributes to decision-making, planning, mediating neural synchronization during parent-child interactions, and imitative learning. It is one of the few cortical areas whose activity diminishes during REM sleep.","While specific characteristics for BA46 are not explicitly detailed, delta waves (0.5-4Hz) are generally associated with deep sleep. Studies on EEG frequency bands in the DLPFC (which includes BA46) analyze delta activity, but direct functional significance within BA46 for delta waves is not clearly specified in the reviewed literature.","While specific characteristics for BA46 are not explicitly detailed, theta waves (4-8Hz) are generally associated with states of relaxation, drowsiness, and memory encoding. Studies on EEG frequency bands in the DLPFC (which includes BA46) analyze theta activity. Higher theta EEG power during resting state has been shown to predict lower cognitive functioning. Theta-gamma coupling has also been investigated as a predictor of working memory performance, suggesting an interaction of these frequencies in cognitive processes involving BA46.","The dorsolateral prefrontal cortex (DLPFC), which includes BA46, is involved in working memory. Alpha (8-13Hz) and beta (12-25Hz) bands are associated with processes necessary for memory functions. Alpha oscillations are also linked to cognitive functioning. In some studies, rTMS of DLPFC has shown to decrease power in higher frequency bands (beta and gamma) and transiently decrease low frequencies, which might include alpha. Brain oscillation-synchronized stimulation of the left DLPFC using real-time EEG-triggered TMS has been conducted focusing on instantaneous alpha oscillations.","The dorsolateral prefrontal cortex (DLPFC), which includes BA46, is involved in working memory. Beta (13-30Hz) bands are associated with processes necessary for memory functions. In some studies, rTMS of DLPFC has shown to decrease power in higher frequency bands (beta and gamma). Beta waves are generally associated with active, busy, or anxious thinking and active concentration. While specific to BA46 is not explicitly detailed, as part of DLPFC, it would contribute to these states.","The dorsolateral prefrontal cortex (DLPFC), which includes BA46, is involved in complex cognitive functions. Gamma waves (30-100Hz or above) are generally associated with higher-order cognitive processing, such as perception, problem-solving, and consciousness. Some studies indicate that rTMS of DLPFC can decrease power in higher frequency bands, including gamma. Theta-gamma coupling has also been investigated as a predictor of working memory performance, suggesting an interaction of these frequencies in cognitive processes involving BA46.","BA46 exhibits high connectivity within the frontal lobe and with other brain parts. It connects with multiple brain regions including the dorsolateral frontal lobe, medial frontal lobe, premotor regions, orbitofrontal cortex, insula-opercular regions, temporal lobe, parietal lobe, medial parietal lobe, and occipital lobe. Structural connectivity involves white matter fiber tracts crossing the corpus callosum to contralateral areas 9-46d and p9-47v. Functionally, BA46 is negatively correlated with Brodmann area 25, a connection relevant to the clinical efficacy of TMS in treating depression. There is also anatomically specific functional connectivity between left BA46 and left M1 during selection of motor tasks.","BA46 is implicated in the pathophysiology of several neuropsychiatric and neurological disorders. Dysfunctions in BA46 are frequently reported in schizophrenia, including hypofunction, hyperactivation, anomalies in functional connectivity with the medial temporal lobe, and reduced dendritic spine density. In major depressive disorder (MDD), reduced gray matter volume, aberrant activation, and functional anomalies are observed in BA46. A decrease in cerebral metabolic glucose in the right DLPFC (BA46) has been noted in treatment-resistant depression after vagus nerve stimulation. Damage to BA46 can impair short-term memory, inhibit responses, affect judgment of stimulus relevance, and cause organizational problems. Neuromodulation therapies targeting BA46, such as repetitive transcranial magnetic stimulation (rTMS), transcranial direct current stimulation (tDCS), and transcranial alternating current stimulation (tACS), have shown efficacy in improving working memory in schizophrenia and healthy subjects, and in treating depression.",
BA47,BA47,"Brodmann Area 47 (BA47) is part of the frontal cortex in the human brain. It curves from the lateral surface of the frontal lobe into the ventral (orbital) frontal cortex. It is located inferior to BA10 and BA45, and lateral to BA11. This cytoarchitectonic region largely corresponds to the orbital part of the inferior frontal gyrus. On the orbital surface, it surrounds the caudal portion of the orbital sulcus and extends laterally into the orbital part of the inferior frontal gyrus. Cytoarchitectonically, it is bounded caudally by the triangular area 45, medially by the prefrontal area 11, and rostrally by the frontopolar area 10.","BA47 is primarily involved in language processing and comprehension, particularly in semantics (identifying the meaning of words and sentences). It plays a crucial role in processing both spoken and sign language. Additionally, BA47 is active in processing musical structure, especially when expectations are violated (e.g., 'scrambled' music), suggesting a more general role in processing fine-structured stimuli that evolve over time. It is also related to empathy towards story contents of others.","Delta activity (0.5-4 Hz) in the frontal leads, including regions like BA47, can increase during mental tasks requiring concentration, such as mental calculation and semantic tasks. Increased delta slowing on scalp EEG is associated with intracranial hippocampal interictal epileptiform discharge.","Theta activity (4-8 Hz) in the frontal lobe, including BA47, is associated with cognitive functions. Increased frontal theta activity has been observed in conditions like anorexia nervosa. Theta-alpha oscillations (4-13 Hz) in the prefrontal cortex are correlated with increased hippocampal connectivity during recollection. Theta activity in the inferior frontal gyri (including BA47) has been observed to increase during spatial navigation tasks.","Prefrontal cortex (including BA47) generates alpha rhythms, which are modulated during action execution and observation. Increased alpha activity in the right ventral lateral prefrontal cortex (BA47) has been observed in professional dancers during creative thinking tasks.","Prefrontal cortex (including BA47) generates beta rhythms, which are modulated during action execution and observation. Beta power and beta envelope correlation are potential predictors of certain brain states.","Prefrontal cortex (including BA47) generates gamma rhythms, which are modulated during action execution and observation. Gamma power and theta-gamma coupling enhancement have been studied in the prefrontal cortex in relation to conditions like depression.","BA47 shows functional connectivity with other Brodmann areas involved in language (e.g., BA44, BA45, BA46) and is considered part of a 'frontal language network'. It also connects with the extrastriate cortex (BA19) and hippocampus (BA54). BA47's activation is associated with processing fine-structured stimuli that evolve over time, including linguistic and musical structures. It is also involved in corticostriatal circuits.","Lesions to BA47 can result in difficulty processing words and understanding grammatical rules. Pathology in BA47, particularly of GABAergic interneurons, has been correlated with restricted repetitive behaviors in autism spectrum disorder (ASD). Decreased BA47 activation has been observed in conditions like bipolar I disorder. Abnormalities in BA47 may also be influenced by pathological severity in conditions like constant exotropia.",
BA48,BA48,脳の海馬領域の細胞構築学的に定義された細分であり、ヒトの脳では側頭葉の内側面に位置します。吻側では嗅内野35、内側では前海馬支脚によって境界されています。ブロードマンによって記述されましたが、彼のヒト皮質の領域マップには含まれていませんでした。,感情処理と空間認識をサポートするとされています。海馬領域の一部として、感情の調整、痛みへの反応、感情的な記憶の形成にも関与している可能性があります。,情報が見つかりませんでした。,情報が見つかりませんでした。,情報が見つかりませんでした。,情報が見つかりませんでした。,情報が見つかりませんでした。,BA48は海馬領域の一部であり、嗅内野35および前海馬支脚と隣接しています。海馬領域は記憶形成、感情処理、空間ナビゲーションにおいて重要な役割を果たすため、BA48もこれらの機能に関連する他の脳領域（例：海馬、扁桃体、前頭前野）と機能的に結合している可能性が高いです。ただし、BA48に特化した詳細な結合パターンに関する情報は限られています。,BA48（後部海馬支脚領域）に関する具体的な臨床的意義や病態における変化に関する直接的な情報は限られています。しかし、この領域が海馬領域の一部であり、感情処理や空間認識に関与していることから、これらの機能に影響を与える神経疾患（例：アルツハイマー病、てんかん、精神疾患）において変化が見られる可能性があります。詳細な研究が必要です。,
BA49,BA49,"In rodents, the parasubiculum is a retrohippocampal isocortical structure, a major component of the subicular complex. It is a transitional zone between the presubiculum and the entorhinal area.","In rodents, the parasubiculum (BA49) plays an integral role in spatial navigation and the integration of head-directional information. Cells in this area fire in relation to the animal's location in space, similar to place cells.",Specific delta characteristics are not detailed for BA49 in available literature.,Rodent parasubicular cells are modulated by local theta rhythm and display theta-frequency membrane potential oscillations.,"Rodent parasubicular cells display theta-frequency membrane potential oscillations, which are related to alpha band activity in some contexts, but specific alpha characteristics are not detailed for BA49.",Specific beta characteristics are not detailed for BA49 in available literature.,Specific gamma characteristics are not detailed for BA49 in available literature.,The parasubiculum receives numerous subcortical and cortical inputs and sends major projections to the superficial layers of the entorhinal cortex. It also shows functional connectivity with the presubiculum.,"As BA49 is primarily identified in rodents, its direct clinical significance in human pathology is not established. However, its role in spatial navigation in rodents suggests potential relevance to disorders affecting spatial memory if homologous regions exist or its functions are conserved across species.",
BA50,BA50,ブロードマン領域BA50はヒトの脳において一般的に認識されている領域ではないため、正確な解剖学的位置と構造は定義されていません。一部の文献では、ブロードマンが初期の脳地図でこの領域を特定した可能性が示唆されていますが、その後の研究でヒトの脳における存在は確立されていません。,ブロードマン領域BA50はヒトの脳において一般的に認識されている領域ではないため、主要な認知・感覚・運動機能は定義されていません。,ブロードマン領域BA50はヒトの脳において一般的に認識されている領域ではないため、特定のDelta波特性は定義されていません。,ブロードマン領域BA50はヒトの脳において一般的に認識されている領域ではないため、特定のTheta波特性は定義されていません。,ブロードマン領域BA50はヒトの脳において一般的に認識されている領域ではないため、特定のAlpha波特性は定義されていません。,ブロードマン領域BA50はヒトの脳において一般的に認識されている領域ではないため、特定のBeta波特性は定義されていません。,ブロードマン領域BA50はヒトの脳において一般的に認識されている領域ではないため、特定のGamma波特性は定義されていません。,ブロードマン領域BA50はヒトの脳において一般的に認識されている領域ではないため、他のBA領域との機能的結合パターンは定義されていません。,ブロードマン領域BA50はヒトの脳において一般的に認識されている領域ではないため、病態における変化や臨床的意義は確立されていません。,
BA51,BA51,"In non-human species, Brodmann Area 51 is referred to as the Prepiriform area within the Olfactory region. It is described in species like Kinkajou, Rabbit, Ground Squirrel, and Hedgehog. In Hedgehog, it is expanded and subdivided into 51a, 51b, 51c, 51d [1]. In humans, the functionally equivalent Piriform Cortex is situated at the junction of the frontal and temporal lobes, medial to the temporal stem, lining the superior and inferior banks of the entorhinal sulcus. It is classified as part of the paleocortex, characterized by a three-layered allocortical organization. It is organized into anterior piriform cortex (APC) and posterior piriform cortex (PPC) and cytoarchitecturally comprises layer I (superficial plexiform), layer II (compact cell body layer), and layer III (deep pyramidal and multipolar cells) [3].","In non-human species, Brodmann Area 51 is primarily associated with olfaction, specifically as the Prepiriform area [1]. In humans, the functionally equivalent Piriform Cortex is a critical area for olfactory processing, recognized as the largest and most distinctive component of the primary olfactory cortex [3]. It plays a central role in processing olfactory information, synthesizing odorant features into perceptual odor objects. It is also involved in higher-order brain functions, including memory, due to its extensive connections with limbic structures. It is implicated in the representation of odor quality, identity, and hedonics [3].","During slow-wave sleep, anterior piriform cortex neurons show highly synchronized discharges that accompany olfactory cortex sharp waves (OC-SPWs) [7]. Slow-wave activity (SWA) is dominated by strong delta frequency power (1-4 Hz) and large slow waves at 1-2 Hz [7]. Anticipatory phase resetting in the piriform cortex improves perceptual accuracy [9].","Odor stimulation enhances theta waves in the piriform cortex in humans [10, 11]. Piriform oscillatory activity conveys olfactory-specific information, maximally within the theta frequency [5, 8]. The piriform cortex is implicated in propagating the olfactory-bulb-driven respiratory rhythm [12].",No specific information found directly linking alpha waves to piriform cortex function in the provided search results.,No specific information found directly linking beta waves to piriform cortex function in the provided search results.,Functional connectivity (high gamma band coherence) between the basolateral amygdala (BLA) and posterior piriform cortex (pPCX) is enhanced after differential odor fear conditioning [13].,"Afferent inputs to the human piriform cortex primarily come from mitral and tufted cells of the olfactory bulb via the lateral olfactory tract, terminating in layer Ia. It also receives inputs from the anterior olfactory nucleus, other olfactory cortical regions, and commissural fibers from the contralateral piriform cortex via the anterior commissure [3]. Efferent projections target the orbitofrontal cortex, amygdala (especially basolateral and anterior cortical nuclei), entorhinal cortex, mediodorsal thalamus, hypothalamus, and contralateral piriform cortex. Feedback projections to the olfactory bulb terminate on GABAergic granule cell interneurons [3]. Neuromodulatory inputs include acetylcholine from the horizontal limb of the diagonal band, norepinephrine from the locus coeruleus, serotonin from the raphe nucleus, and dopamine from the ventral tegmental area [3]. The piriform cortex also features an extensive intracortical association fiber system, forming an auto-associative network that supports distributed processing [3].","The human Piriform Cortex is highly epileptogenic, particularly in rodents, and can be the site of seizure onset in systemic chemoconvulsant models [6]. It is involved in the onset and propagation of temporal lobe epilepsy (TLE) [4]. Functional connectivity abnormalities localize to the piriform cortex even when seizures arise from remote brain areas [14]. One source mentioned damage to this area could result in difficulties with hearing and understanding speech [2], but this contradicts the primary evidence linking it to olfaction.",
BA52,BA52,"Part of the brain located in the temporal lobe, along the lateral sulcus, on the upper part of the temporal lobe. It is near the boundary between the temporal lobe and the insula, and bordered on the outside by the anterior transverse temporal area 42 (H). It is a very small region entrenched in the bank of the lateral sulcus.","Processing sensory information and memory. Recent research highlights its role in cognitive function, particularly in recovery of memory and thinking skills after thalamic stroke, linked to improvements in auditory memory. It is also considered an auditory association area.",Specific characteristics for Delta waves (0.5-4Hz) directly attributed to BA52 are not explicitly detailed in the current research. General EEG studies involving the insular/parainsular cortex mention these bands but not specific patterns for BA52.,Specific characteristics for Theta waves (4-8Hz) directly attributed to BA52 are not explicitly detailed in the current research. General EEG studies involving the insular/parainsular cortex mention these bands but not specific patterns for BA52.,Specific characteristics for Alpha waves (8-13Hz) directly attributed to BA52 are not explicitly detailed in the current research. General EEG studies involving the insular/parainsular cortex mention these bands but not specific patterns for BA52.,Specific characteristics for Beta waves (13-30Hz) directly attributed to BA52 are not explicitly detailed in the current research. General EEG studies involving the insular/parainsular cortex mention these bands but not specific patterns for BA52.,Specific characteristics for Gamma waves (30-100Hz+) directly attributed to BA52 are not explicitly detailed in the current research. General EEG studies involving the insular/parainsular cortex mention these bands but not specific patterns for BA52.,"Changes in connectivity to the thalamus were linked to better recovery of memory and thinking skills after thalamic stroke. Reduced nerve fiber density and connectivity were observed. In a network analysis, BA52 showed a higher clustering coefficient, indicating it is spatially influenced by surrounding areas (e.g., BA6, BA9, BA32).","Involved in cognitive function, particularly after a thalamic stroke. Changes in microstructure and connectivity in BA52 were linked to better recovery of memory and thinking skills, especially auditory memory.",
